g,n,iso,fam,ma,lat,lon
toku1246,Toku-No-Shima,tkn,Japonic,Eurasia,27.7736,128.961
tola1236,Tolai-Nakanai-Trade,,Pidgin,Papunesia,-4.903211,151.323615
tola1247,Tolaki,lbw,Austronesian,Papunesia,-4.03577,121.888
toll1241,Tol,jic,Jicaquean,North America,14.6686,-87.0372
tolo1255,Tolomako,tlm,Austronesian,Papunesia,-15.1569,166.772
tolo1259,Tolowa-Chetco,tol,Athabaskan-Eyak-Tlingit,North America,41.9192,-124.1
toma1245,Toma,tod,Mande,Africa,8.4228,-9.3491
toma1248,Tomadino,tdi,Austronesian,Papunesia,-2.56493,121.944
tomb1243,Tombulu,tom,Austronesian,Papunesia,1.39715,124.754
tomb1244,Tombonuo,txa,Austronesian,Papunesia,6.2892,117.322
tomb1245,Tombelala,ttp,Austronesian,Papunesia,-2.50998,121.915
tomb1246,Tombidi,,Atlantic-Congo,Africa,-2.227418,12.362376
tome1239,Tomedes,toe,Bookkeeping,South America,3.24999,-69.6666
tomi1243,Tomini,txm,Austronesian,Papunesia,0.42569,120.89
tomm1242,Tommo So Dogon,dto,Dogon,Africa,14.756,-3.28
tomo1243,Tomo Kan Dogon,dtm,Dogon,Africa,13.6331,-3.82228
tomo1244,Tomoip,tqp,Austronesian,Papunesia,-5.30721,151.828
tomy1239,Tomyang,tmx,Bookkeeping,,,
tond1249,Tondi Songway Kiini,tst,Songhay,Africa,15.262989,-2.816163
tond1251,Tondano,tdn,Austronesian,Papunesia,1.28024,124.964
tong1308,Maniq,tnz,Austroasiatic,Eurasia,6.88137,100.102
tong1318,Tonga (Zambia),toi,Atlantic-Congo,Africa,-17.422325,27.103495
tong1320,Tongwe,tny,Atlantic-Congo,Africa,-6.43051,30.0807
tong1321,Tonga (Nyasa),tog,Atlantic-Congo,Africa,-12.0816,34.0613
tong1325,Tonga (Tonga Islands),ton,Austronesian,Papunesia,-21.17,-175.25
tong1329,Tongva,xgf,Uto-Aztecan,North America,34.1,-118.11
tonj1246,Tonjon,tjn,Mande,Africa,8.357,-4.40666
tonk1249,Tonkawa,tqw,,North America,30.25,-96.75
tono1235,Tonocoté,,Unclassifiable,South America,-27.45571,-64.63034
tons1239,Tonsawang,tnw,Austronesian,Papunesia,1.0539,124.652
tons1240,Tonsea,txs,Austronesian,Papunesia,1.51393,125.052
tont1239,Tontemboan,tnt,Austronesian,Papunesia,1.24813,124.654
tooo1238,To,toz,Atlantic-Congo,Africa,7.25936,15.2819
toor1238,Tooro,ttj,Atlantic-Congo,Africa,0.57291,30.6389
topo1242,Toposa,toq,Nilotic,Africa,5.15904,34.2159
topo1243,Topoiyo,toy,Austronesian,Papunesia,-2.06702,119.314
tora1259,Torau,ttu,Austronesian,Papunesia,-6.19922,155.496
tora1261,Toraja-Sa'dan,sda,Austronesian,Papunesia,-2.97144,119.829
tora1263,Torá,trz,Chapacuran,South America,-6.19532,-61.7416
tora1267,Toram,trj,Afro-Asiatic,Africa,11.2027,19.5254
torn1244,Meänkieli,fit,Uralic,Eurasia,67.2527,23.066
toro1249,Toro,tdv,Atlantic-Congo,Africa,9.09143,8.58194
toro1251,Torona,tqr,Narrow Talodi,Africa,11.1254,30.341
toro1252,Toro So Dogon,dts,Dogon,Africa,14.40749,-3.10006
toro1253,Toro Tegu Dogon,dtt,Dogon,Africa,15.0644,-2.22427
toro1255,Toromono,tno,Pano-Tacanan,South America,-13.3028,-67.3931
torr1259,Aro-Mukweym-Orok,tei,Nuclear Torricelli,Papunesia,-3.45292,142.622
torr1261,Torres Strait-Lockhart River Creole,tcs,Indo-European,Australia,-11.066,142.692
torw1241,Torwali,trw,Indo-European,Eurasia,35.3101,72.5316
tosk1239,Northern Tosk Albanian,als,Indo-European,Eurasia,41.0,20.0
tosu1234,Tosu,,Sino-Tibetan,Eurasia,28.533333,102.083333
tote1238,Totela,ttl,Atlantic-Congo,Africa,-16.9575,24.3751
toto1302,Toto,txo,Sino-Tibetan,Eurasia,26.67,88.975
toto1304,Totoli,txe,Austronesian,Papunesia,1.14995,120.875
toto1305,Totontepec Mixe,mto,Mixe-Zoque,North America,17.2157,-96.0179
toto1306,Totoro,ttk,Barbacoan,South America,2.55149,-76.6379
toto1308,Totomachapan Zapotec,zph,Otomanguean,North America,16.8554,-97.0824
touo1238,Touo,tqu,,Papunesia,-8.58405,157.296
tour1242,Toura (Côte d'Ivoire),neb,Mande,Africa,7.76747,-7.33105
tour1243,Toura (Papua New Guinea),don,Austronesian,Papunesia,-9.10008,146.988
towe1240,Towei,ttn,Pauwasi,Papunesia,-3.87428,140.803
tran1282,Transalpine Gaulish,xtg,Indo-European,Eurasia,43.97,3.3
trav1235,Traveller Scottish,trl,Unclassifiable,Eurasia,55.9829,-4.38593
trav1236,Traveller Norwegian,rmg,Speech Register,Eurasia,62.6217,9.48913
trav1237,Traveller Danish,rmd,Speech Register,Eurasia,55.5605,12.059
treg1243,Tregami,trm,Indo-European,Eurasia,34.998117,71.099792
trem1235,Tremembé,tme,Unattested,South America,-3.09359,-40.204
trie1243,Trieng,stg,Austroasiatic,Eurasia,15.5002,107.515
trim1239,Trimuris,tip,Greater Kwerba,Papunesia,-2.15863,138.027
trin1271,Tringgus-Sembaan Bidayuh,trx,Austronesian,Papunesia,1.4313,109.95
trin1273,Tring,tgq,Austronesian,Papunesia,1.335,110.036
trin1274,Trinitario-Javeriano-Loretano,trn,Arawakan,South America,-15.3331,-65.4096
trin1276,Trinidadian Creole English,trf,Indo-European,South America,10.4208,-61.4171
trin1277,Modern Trinidad and Tobago Sign Language,lst,Sign Language,South America,10.666667,-61.516667
trio1238,Trió,tri,Cariban,South America,2.53616,-55.7599
truk1242,Truká,tka,Unattested,South America,-8.49999,-39.0
trum1247,Trumai,tpy,,South America,-11.8119,-53.5717
tsaa1242,Tsaangi,tsa,Atlantic-Congo,Africa,-2.29245,12.7581
tsak1248,Tsakonian,tsd,Indo-European,Eurasia,37.1405,22.7341
tsak1249,Tsakhur,tkr,Nakh-Daghestanian,Eurasia,41.5916,46.8858
tsak1250,Tsaukambo,kvz,Nuclear Trans New Guinea,Papunesia,-5.39076,140.186
tsam1247,Tsamai,tsb,Afro-Asiatic,Africa,5.3097,36.9139
tsat1238,Tsat,huq,Austronesian,Eurasia,18.3192,109.336
tset1236,Tsetsaut,txc,Athabaskan-Eyak-Tlingit,North America,55.5,-130.08
tsha1245,Tshangla,tsj,Sino-Tibetan,Eurasia,27.3694,91.7741
tsho1240,Tshobdun,,Sino-Tibetan,Eurasia,32.18,101.84
tsik1238,Tsikimba,kdl,Atlantic-Congo,Africa,9.60496,4.88739
tsim1257,Tsimihety Malagasy,xmw,Austronesian,Africa,-15.4294,48.8102
tsis1238,Salka-Tsishingini,tsw,Atlantic-Congo,Africa,10.2882,5.11073
tsix1234,Ts'ixa,,Khoe-Kwadi,Africa,-19.180953,23.998153
tsoa1238,Northern Tshwa,hio,Khoe-Kwadi,Africa,-19.7974,26.9638
tsog1243,Tsogo,tsv,Atlantic-Congo,Africa,-1.55469,11.1359
tson1249,Tsonga,tso,Atlantic-Congo,Africa,-23.5754,31.8105
tsoo1241,Tso,ldp,Atlantic-Congo,Africa,9.53256,11.4972
tsot1241,Tsotso,lto,Atlantic-Congo,Africa,0.2975,34.6961
tsot1242,Tsotsitaal,fly,Speech Register,Africa,-25.8633,27.4955
tsou1248,Tsou,tsu,Austronesian,Papunesia,23.216,120.787
tsug1237,Tsugaru,,Japonic,Eurasia,40.7435,140.6873
tsum1240,Tsum,ttz,Sino-Tibetan,Eurasia,28.4719,85.0817
tsun1242,Ts'ün-Lao,tsl,Tai-Kadai,Eurasia,21.3616,102.926
tsuv1239,Tsuvadi,tvd,Atlantic-Congo,Africa,10.8421,5.22095
tsuv1243,Tsuvan,tsh,Afro-Asiatic,Africa,10.1551,13.628
tswa1237,Tswapong,two,Atlantic-Congo,Africa,-23.40552,27.42009
tswa1253,Tswana,tsn,Atlantic-Congo,Africa,-24.368,24.7587
tswa1255,Tswa,tsc,Atlantic-Congo,Africa,-22.9891,32.4287
tual1242,Tualatin-Yamhill,nrt,Kalapuyan,North America,45.327,-122.955
tuam1242,Tuamotuan,pmt,Austronesian,Papunesia,-16.17259,-146.321755
tuba1278,Tübatulabal,tub,Uto-Aztecan,North America,35.327,-117.163
tuba1279,Tubar,tbu,Uto-Aztecan,North America,27.00003,-107.98934
tuca1252,Tucano,tuo,Tucanoan,South America,0.579755,-69.5763
tuge1241,Tugen,tuy,Nilotic,Africa,0.66573,35.8499
tugu1245,Tugun,tzn,Austronesian,Papunesia,-7.72555,126.7
tugu1246,Tugutil,tuj,North Halmahera,Papunesia,0.5806,128.223
tuka1248,Tukang Besi North,khc,Austronesian,Papunesia,-5.30994,123.578
tuka1249,Tukang Besi South,bhq,Austronesian,Papunesia,-5.7478,123.948
tuki1240,Tuki,bag,Atlantic-Congo,Africa,4.64348,11.5353
tuku1240,Tukumanféd,tkf,Unattested,South America,-11.518,-61.42
tuku1254,Tukudede,tkd,Austronesian,Papunesia,-8.6788,125.283
tula1252,Tula,tul,Atlantic-Congo,Africa,9.84629,11.52551
tule1244,Tulehu,tlu,Austronesian,Papunesia,-3.57785,128.31
tule1245,Tule-Kaweah Yokuts,,Yokutsan,North America,36.05354,-118.768616
tuli1249,Tulishi,tey,Kadugli-Krongo,Africa,11.4507,29.108
tulu1258,Tulu,tcy,Dravidian,Eurasia,12.8114,75.2651
tulu1259,Tulu-Bohuai,rak,Austronesian,Papunesia,-2.14155,146.934
tuma1248,Tumari Kanuri,krt,Saharan,Africa,14.2584,13.1571
tuma1250,Tuma-Irumu,iou,Nuclear Trans New Guinea,Papunesia,-6.29221,146.609
tuma1260,Tumak,tmc,Afro-Asiatic,Africa,9.43747,17.4216
tumb1250,Tumbuka,tum,Atlantic-Congo,Africa,-11.3297,33.3738
tumi1238,Tumi,kku,Unattested,Africa,10.5113,8.10378
tuml1238,Tumleo,tmq,Austronesian,Papunesia,-3.14955,142.346
tums1237,Tumshuqese,xtq,Indo-European,Eurasia,39.866667,79.066667
tumt1243,Tumtum,tbr,Kadugli-Krongo,Africa,10.6378,30.4128
tumu1242,Tumulung Sisaala,sil,Atlantic-Congo,Africa,10.63451,-1.79707
tumz1238,Tumzabt,mzb,Afro-Asiatic,Africa,32.5014,3.85035
tund1254,Tundra Enets,enh,Uralic,Eurasia,70.36,84.08
tune1241,Tunen (Retired),baz,Bookkeeping,Africa,4.75,10.67
tune1261,Tunen,tvu,Atlantic-Congo,Africa,4.75,10.67
tung1290,Tungag,lcm,Austronesian,Papunesia,-2.52188,150.198
tung1293,Tunggare,trt,Geelvink Bay,Papunesia,-3.37462,135.551
tuni1249,Tunisian Sign Language,tse,Sign Language,Africa,36.49562,10.03348
tuni1251,Tunia,tug,Atlantic-Congo,Africa,9.42506,18.2059
tuni1252,Tunica,tun,,North America,30.9888,-92.5403
tuni1259,Tunisian Arabic,aeb,Afro-Asiatic,Africa,33.7966,9.56156
tuni1262,Tunisian-Zuwara Berber,,Afro-Asiatic,Africa,32.863859,11.299621
tunj1244,Tunjung,tjg,Austronesian,Papunesia,-0.29048,115.883
tunn1238,Tunni,tqq,Afro-Asiatic,Africa,1.06167,43.6847
tunu1234,Tunumiisiut,,Eskimo-Aleut,North America,65.613611,-37.631111
tunz1235,Tunzu,dza,Atlantic-Congo,Africa,9.115793,10.029445
tuot1238,Tuotomb,ttf,Atlantic-Congo,Africa,4.65626,10.6592
tupa1250,Tuparí,tpr,Tupian,South America,-11.8884,-62.2544
tupi1273,Tupinambá,tpn,Tupian,South America,-22.807778,-42.106389
tupu1244,Tupuri,tui,Atlantic-Congo,Africa,10.0144,14.8697
tura1265,Turaka,trh,Dagan,Papunesia,-9.83576,149.567
turi1246,Turi,trd,Austroasiatic,Eurasia,22.0122,84.4712
turi1247,Turiwára,twt,Tupian,South America,-2.0,-49.5
turk1244,Turku-Bongor Pidgin Arabic,,Pidgin,Africa,9.09034,18.43689
turk1288,Turkish Sign Language,tsm,Sign Language,Eurasia,41.02675,28.85551
turk1303,Khalaj Turkic,klj,Turkic,Eurasia,34.42237,50.32223
turk1304,Turkmen,tuk,Turkic,Eurasia,37.08719,59.17574
turk1306,Turka,tuz,Atlantic-Congo,Africa,10.7114,-4.92082
turk1308,Turkana,tuv,Nilotic,Africa,4.30688,35.7101
turk1310,Turks And Caicos Creole English,tch,Indo-European,North America,21.8078,-71.7451
turo1239,Turoyo,tru,Afro-Asiatic,Eurasia,37.2275,42.1451
turu1249,Turung,try,Tai-Kadai,Eurasia,26.3441,92.2676
turu1250,Turumsa,tqm,Doso-Turumsa,Papunesia,-7.93238,142.568
tusc1257,Tuscarora,tus,Iroquoian,North America,35.75362,-77.60117
tush1243,Tushan Names,,Bookkeeping,Eurasia,,
tute1247,Tutelo,tta,Siouan,North America,37.67,-78.75
tuto1241,Tutong,ttg,Austronesian,Papunesia,4.74327,114.638
tuto1242,Tutong 1,ttx,Bookkeeping,,,
tuts1235,Tutsa Naga,tvt,Sino-Tibetan,Eurasia,27.161,95.8
tutu1241,Tutuba,tmi,Austronesian,Papunesia,-15.580667,167.268889
tutu1242,Tututni,tuu,Athabaskan-Eyak-Tlingit,North America,42.5563,-124.293
tutu1243,Tututepec Mixtec,mtu,Otomanguean,North America,16.11351,-97.55969
tuva1244,Tuvalu,tvl,Austronesian,Papunesia,-8.520813,179.198088
tuvi1240,Tuvinian,tyv,Turkic,Eurasia,51.7,94.36667
tuwa1242,Tuwari,tww,Walioic,Papunesia,-4.80315,142.095
tuwa1243,Tuwali Ifugao,ifk,Austronesian,Papunesia,16.6646,121.113
tuwu1238,Tuwuli,bov,Atlantic-Congo,Africa,7.31095,0.38008
tuxa1239,Tuxá,tud,,South America,-8.953642,-38.2742287
tuxi1238,Tuxináwa,tux,Pano-Tacanan,South America,-9.74999,-69.0167
tuyu1244,Tuyuca,tue,Tucanoan,South America,0.39441,-70.043515
twan1247,Twana,twa,Salishan,North America,47.48952,-123.21227
twee1234,Tweed-Albert,xjb,Pama-Nyungan,Australia,-28.028726,153.286993
twen1242,Cambap-Langa,twn,Atlantic-Congo,Africa,6.36656,11.7002
tyan1235,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,,Pama-Nyungan,Australia,-12.544,141.984
tyap1238,Tyap,kcg,Atlantic-Congo,Africa,9.75568,8.3082
tyar1236,Tyaraity,woa,Northern Daly,Australia,-12.4868,130.676
tzel1254,Tzeltal,tzh,Mayan,North America,16.6384,-92.2786
tzel1255,"Tzeltal, Bachajón",tzb,Bookkeeping,North America,16.64,-92.28
tzot1259,Tzotzil,tzo,Mayan,North America,16.6362,-92.7388
tzot1260,"Tzotzil, San Andrés Larrainzar",tzs,Bookkeeping,North America,16.64,-92.74
tzot1261,"Tzotzil, Huixtán",tzu,Bookkeeping,North America,16.64,-92.74
tzot1262,"Tzotzil, Chamula",tzc,Bookkeeping,North America,16.64,-92.74
tzot1263,"Tzotzil, Chenalhó",tze,Bookkeeping,North America,16.64,-92.74
tzot1264,"Tzotzil, Zinacantán",tzz,Bookkeeping,North America,16.64,-92.74
tzut1248,Tz'utujil,tzj,Mayan,North America,14.6351,-91.2012
tzut1249,"Tz'utujil, Western",tzt,Bookkeeping,North America,,
uabm1237,Uab Meto,aoz,Austronesian,Papunesia,-9.77284,124.144
uain1239,Uainuma-Mariate,,Arawakan,South America,-1.676121,-71.149307
uamu1236,Uamué,uam,Unclassifiable,South America,-8.49999,-38.75
uare1241,Uare,ksj,Kwalean,Papunesia,-9.69571,147.687
ubag1245,Ubaghara,byc,Atlantic-Congo,Africa,5.72343,7.96439
uban1243,Ubang,uba,Atlantic-Congo,Africa,6.40906,9.2616
ubii1238,Ubi,ubi,Afro-Asiatic,Africa,11.8006,18.558
ubir1237,Ubir,ubr,Austronesian,Papunesia,-9.59044,149.396
ubyk1235,Ubykh,uby,Abkhaz-Adyge,Eurasia,43.67,39.67
ucay1237,Ucayali-Yurúa Ashéninka,cpb,Arawakan,South America,-9.49424,-73.1836
udaa1238,Uda,uda,Atlantic-Congo,Africa,4.70196,8.06562
udih1248,Udihe,ude,Tungusic,Eurasia,46.63086,135.67762
udii1243,Udi,udi,Nakh-Daghestanian,Eurasia,40.9,47.7236
udmu1245,Udmurt,udm,Uralic,Eurasia,56.12921,52.63548
uduk1239,Uduk,udu,Koman,Africa,9.16012,34.2293
ufim1240,Ufim,ufi,Nuclear Trans New Guinea,Papunesia,-6.05128,146.245
ugan1238,Ugandan Sign Language,ugn,Sign Language,Africa,0.2475,32.4829
ugar1238,Ugaritic,uga,Afro-Asiatic,Eurasia,35.6,35.78
ughe1237,Ughele,uge,Austronesian,Papunesia,-8.45725,157.341
ugon1239,Ugong,ugo,Sino-Tibetan,Eurasia,14.93951,99.32287
uham1238,Uhami,uha,Atlantic-Congo,Africa,7.38143,5.68537
uigh1240,Uighur,uig,Turkic,Eurasia,43.88,87.38
uiri1238,Uirina,,Arawakan,South America,0.487142,-64.265915
uisa1238,Uisai,uis,South Bougainville,Papunesia,-6.55533,155.706
ujir1237,Ujir,udj,Austronesian,Papunesia,-5.69329,134.257
ukaa1243,Ukaan,kcf,Atlantic-Congo,Africa,7.59722,6.03933
ukhw1241,Ukhwejo,ukh,Atlantic-Congo,Africa,2.9095,16.267
ukit1237,Ukit,umi,Austronesian,Papunesia,2.42408,113.81962
ukpe1247,Ukpe-Bayobiri,ukp,Atlantic-Congo,Africa,6.52883,9.02603
ukpe1249,Ukpet-Ehom,akd,Atlantic-Congo,Africa,5.58316,8.10047
ukra1235,Ukrainian Sign Language,ukl,Sign Language,Eurasia,50.4111,30.553
ukra1253,Ukrainian,ukr,Indo-European,Eurasia,49.796,29.945
ukue1238,Ukue,uku,Atlantic-Congo,Africa,7.41643,5.85139
ukur1240,Ukuriguma,ukg,Nuclear Trans New Guinea,Papunesia,-4.94407,145.514
ukwa1238,Ukwa,ukq,Atlantic-Congo,Africa,5.59913,7.96002
ukwu1241,Ukwuani-Aboh-Ndoni,ukw,Atlantic-Congo,Africa,5.78892,6.48559
ulau1237,Ulau-Suain,svb,Austronesian,Papunesia,-3.32876,142.845
ulch1241,Ulch,ulc,Tungusic,Eurasia,51.85209,140.29045
ulit1238,Ulithian,uli,Austronesian,Papunesia,9.961388,139.603611
ulla1237,Ullatan,ull,Dravidian,Eurasia,9.46719,77.0906
ulte1235,Ulterior-Mixe,,Mixe-Zoque,North America,17.36,-96.05
uluk1257,Ulukwumi,ulb,Atlantic-Congo,Africa,6.4974,6.59202
ulum1237,Ulumanda',ulm,Austronesian,Papunesia,-3.00933,118.994
ulwa1239,Ulwa,ulw,Misumalpan,North America,12.932292,-83.581467
umaa1242,Uma,ppk,Austronesian,Papunesia,-1.70416,119.968
umal1238,Uma' Lung,ulu,Austronesian,Papunesia,3.25,116.5
umal1239,Uma' Lasan,xky,Austronesian,Papunesia,2.14141,114.205
uman1240,Umanakaina,gdn,Dagan,Papunesia,-9.89671,149.658
umat1237,Umatilla,uma,Sahaptian,North America,45.6391,-118.552
umbi1243,Umbindhamu,umd,Pama-Nyungan,Australia,-13.921,143.328
umbr1253,Umbrian,xum,Indo-European,Eurasia,42.75,13.02
umbu1235,Umbugarla,umr,,Australia,-12.9325,131.825
umbu1256,Umbuygamu,umg,Pama-Nyungan,Australia,-14.25876,143.6305
umbu1257,Umbundu,umb,Atlantic-Congo,Africa,-12.4763,14.4148
umbu1258,Umbu-Ungu,ubu,Nuclear Trans New Guinea,Papunesia,-5.9513,143.97
umed1238,Umeda-Punda,upi,Border,Papunesia,-3.34565,141.157
umes1235,Ume Saami,sju,Uralic,Eurasia,64.6383,18.646
umii1235,Umiida-Unggarangu,,Worrorran,Australia,-16.559333,124.5
umir1236,Umiray Dumaget Agta,due,Austronesian,Papunesia,14.8757,121.508
umon1238,Umon,umm,Atlantic-Congo,Africa,5.37438,8.10335
umot1240,Umotína,umo,Bororoan,South America,-15.5929,-57.4192
umpi1239,Umpila,ump,Pama-Nyungan,Australia,-13.1528,143.467
unaa1239,Una,mtg,Nuclear Trans New Guinea,Papunesia,-4.69676,140.1
unai1234,Unainuman,,Unclassifiable,South America,-2.99955208,-69.2247924
unam1242,Unami,unm,Algic,North America,40.4,-74.3
unde1235,Unde Kaili,unz,Austronesian,Papunesia,-0.85876,119.673
unea1237,Uneapa,bbn,Austronesian,Papunesia,-4.89383,149.141
unem1238,Uneme,une,Atlantic-Congo,Africa,6.97237,6.13427
ungg1243,Unggumi,xgu,Worrorran,Australia,-15.65,124.67
unii1234,Uni,uni,Sko,Papunesia,-3.09369,142.027703
unse1236,Unserdeutsch,uln,Indo-European,Papunesia,-4.19566,152.183
unua1237,Unua,onu,Austronesian,Papunesia,-16.2638,167.599
unub1234,Unubahe,unu,Austronesian,Papunesia,-10.3652,150.2683
uokh1238,Uokha,uok,Bookkeeping,Africa,7.00611,5.97783
uppe1235,Upper Taromi,tov,Indo-European,Eurasia,36.5998,48.7301
uppe1275,Upper Necaxa Totonac,tku,Totonacan,North America,20.236,-97.81
uppe1395,Upper Sorbian,hsb,Indo-European,Eurasia,51.2403,14.4098
uppe1400,Central East Middle German,sxu,Indo-European,Eurasia,51.152,12.692
uppe1406,Upper Ta'oih,tth,Austroasiatic,Eurasia,16.186515,107.056135
uppe1415,Upper Riverland,,Pama-Nyungan,Australia,-34.098823177692,140.99932761004
uppe1424,Upper Tanudan Kalinga,kgh,Bookkeeping,Papunesia,17.2143,121.202
uppe1427,Upper Kinabatangan,dmg,Austronesian,Papunesia,5.31911,116.901
uppe1430,Upper Grand Valley Dani,dna,Nuclear Trans New Guinea,Papunesia,-3.94368,138.901
uppe1436,Upper Umpqua,xup,Athabaskan-Eyak-Tlingit,North America,43.22,-123.36
uppe1437,Upper Tanana,tau,Athabaskan-Eyak-Tlingit,North America,62.6867,-141.37
uppe1438,Upper Kuskokwim,kuu,Athabaskan-Eyak-Tlingit,North America,62.2976,-155.951
uppe1439,Upper Chehalis,cjh,Salishan,North America,46.7981,-123.169
uppe1455,Upper Guinea Crioulo,pov,Indo-European,Africa,13.2335066667,-15.33254
uppe1459,Upper Baram Kenyah,ubm,Bookkeeping,,,
urad1239,Uradhi,urf,Bookkeeping,Australia,-12.0679,142.135
urak1238,Urak Lawoi',urk,Austronesian,Eurasia,7.5258,99.0768
ural1274,Urali of Idukki,url,Dravidian,Eurasia,10.8519,76.8007
urap1239,Urapmin,urm,Nuclear Trans New Guinea,Papunesia,-5.08704,141.54
urap1240,Ura (Papua New Guinea),uro,Baining,Papunesia,-4.64226,151.953
urar1245,Urartian,xur,Hurro-Urartian,Eurasia,38.5,43.3425
urar1246,Urarina,ura,,South America,-4.44006,-75.4211
urat1244,Urat,urt,Nuclear Torricelli,Papunesia,-3.60065,142.79
urav1235,Ura (Vanuatu),uur,Austronesian,Papunesia,-18.6747,169.084
urdu1245,Urdu,urd,Indo-European,Eurasia,25.0,67.0
urho1239,Urhobo,urh,Atlantic-Congo,Africa,5.31155,5.86148
urig1240,Urigina,urg,Nuclear Trans New Guinea,Papunesia,-5.58982,145.507
urii1240,Uri,uvh,Nuclear Trans New Guinea,Papunesia,-6.41993,146.608
urim1251,Urimo,urx,Nuclear Torricelli,Papunesia,-3.86066,143.701
urim1252,Urim,uri,Nuclear Torricelli,Papunesia,-3.58018,142.653
urip1239,Uripiv-Wala-Rano-Atchin,upv,Austronesian,Papunesia,-16.00951,167.34643
urni1239,Urningangg,urc,Giimbiyu,Australia,-13.4766,133.023
urua1242,Uruava,urv,Austronesian,Papunesia,-6.23314,155.573
urua1244,Uruangnirin,urn,Austronesian,Papunesia,-3.45498,132.745
urub1243,Urubú-Kaapor Sign Language,uks,Sign Language,South America,-2.54091,-46.4213
urub1250,Urubú-Kaapor,urb,Tupian,South America,-2.46455,-46.2204
uruc1243,Urucucús,,Unclassifiable,South America,,
urue1240,Uru-Eu-Wau-Wau,urz,Tupian,South America,-10.9176,-63.8086
urug1238,Uruguayan Sign Language,ugy,Sign Language,South America,-34.5967,-56.4509
urum1249,Kipchak Urum,uum,Turkic,Eurasia,42.0379,43.994
urum1250,Urumi,uru,Tupian,South America,-9.08,-63.848
urup1235,Uru-Pa-In,urp,Unclassifiable,South America,-11.2946,-62.7226
urup1245,Urupa,,Chapacuran,South America,-10.25,-62.75
uruu1244,Uru,ure,Uru-Chipaya,South America,-16.72547,-68.97119
usag1244,Usaghade,usk,Atlantic-Congo,Africa,4.78581,8.53463
usan1239,Usan,wnu,Nuclear Trans New Guinea,Papunesia,-4.84265,145.362
usar1243,Usarufa,usa,Nuclear Trans New Guinea,Papunesia,-6.38898,145.633
usho1238,Ushojo,ush,Indo-European,Eurasia,35.1584,72.643
usil1237,Usila Chinantec,cuc,Otomanguean,North America,17.9184,-96.4074
usku1243,Usku,ulf,,Papunesia,-3.63853,140.502
uspa1245,Uspanteco,usp,Mayan,North America,15.3648,-90.8893
usui1238,Usui,usi,Sino-Tibetan,Eurasia,23.0131,91.7879
utar1238,Utarmbung,omo,Nuclear Trans New Guinea,Papunesia,-4.82756,144.924
utes1238,Ute-Southern Paiute,ute,Uto-Aztecan,North America,40.0965,-110.305
utno1237,Adilabad Gondi,wsg,Dravidian,Eurasia,18.75,80.2
utuu1240,Utu,utu,Nuclear Trans New Guinea,Papunesia,-5.16422,145.544
uuuu1243,U,uuu,Austroasiatic,Eurasia,22.6767,101.772
uvbi1238,Uvbie,evh,Atlantic-Congo,Africa,5.44263,5.77303
uwin1234,Uwinymil,,Gunwinyguan,Australia,-12.8,131.7
uyaa1238,Uya,usu,Nuclear Trans New Guinea,Papunesia,-5.32246,145.47
uzbe1248,Qashqa-Darya Arabic,auz,Afro-Asiatic,Eurasia,40.2612,65.3864
uzek1238,Uzekwe,eze,Atlantic-Congo,Africa,6.58841,8.31399
vaag1238,Vaagri Booli,vaa,Indo-European,Eurasia,12.215,79.5335
vaal1235,Vaal-Orange,kqu,Tuu,Africa,-29.55,26.11
vafs1240,Vafsi,vaf,Indo-European,Eurasia,34.5309,50.0013
vagh1246,Vaghri,vgr,Indo-European,Eurasia,26.1404,68.6051
vagh1248,Kadung,dkg,Atlantic-Congo,Africa,9.4798,9.34795
vagh1249,Vaghua,tva,Austronesian,Papunesia,-6.68712,156.542
vagl1239,Vagla,vag,Atlantic-Congo,Africa,9.33848,-2.31333
vaii1241,Vai,vai,Mande,Africa,7.05085,-11.3262
vaip1239,Vaiphei,vap,Sino-Tibetan,Eurasia,24.1378,93.7195
vale1250,Vale,vae,Central Sudanic,Africa,7.49943,18.55852
vale1251,Valencian Sign Language,vsv,Sign Language,Eurasia,39.5,-0.75
vall1252,Valley Maidu,vmv,Maiduan,North America,39.8078,-121.191
vall1253,Valle Nacional Chinantec,cvn,Otomanguean,North America,17.7964,-96.3187
valm1241,Walman,van,Nuclear Torricelli,Papunesia,-3.24963,142.499
valp1237,Valpei,vlp,Austronesian,Papunesia,-14.712,166.606
vama1243,Vamale,mkt,Austronesian,Papunesia,-20.7708,165.04
vame1236,Vame,mlr,Afro-Asiatic,Africa,10.9481,14.2131
